Bill Hybels,804.0
Bill Irwin,805.0
Bill Johnston,806.0
Bill Maher,807.0
Bill Miller,808.0
Bill Moyers,809.0
Bill Nichols,810.0
Bill Phillips,811.0
Bill Pittman,812.0
Bill Plaschke,813.0
Bill Potter,814.0
Bill Pronzini,815.0
Bill Richardson,816.0
Bill Robertie,817.0
Bill Sienkiewicz,818.0
Bill Veeck,819.0
Bill Watterson,820.0
Bill Willingham,821.0
Bill Wittliff,822.0
Billie Letts,823.0
Billy Collins,824.0
Billy Crystal,825.0
Billy Goldberg,826.0
Billy Merrell,827.0
Billy Mills,828.0
Billy Wilder,829.0
Binjamin W. Segel,830.0
Birgit Brandau,831.0
Black Elk,832.0
Blaine M. Yorgason,833.0
Blair Brown,834.0
Blaise Pascal,835.0
Blake Cahoon,836.0
Blake Morrison,837.0
Blake Nelson,838.0
Blake Nevius,839.0
Blanca Ríos,840.0
Bob Smith,841.0
Bob Blaisdell,842.0
Bob Carrau,843.0
Bob Colacello,844.0
Bob Cullen,845.0
Bob Dylan,846.0
Bob Haney,847.0
Bob Hines,848.0
Bob Lappan,849.0
Bob Madgic,850.0
Bob Marley,851.0
Bob McCabe,852.0
Bob McLeod,853.0
Bob Phillips,854.0
Bob Shaw,855.0
Bob Spitz,856.0
Bob Tarte,857.0
Bob Walters,858.0
Bob Woodward,859.0
Bobbi Smith,860.0
Bobby Baldwin,861.0
Bobby Flay,862.0
Bobby Henderson,863.0
Bodie Thoene,864.0
Boethius,865.0
Boniface Ramsey,866.0
Bonnie Burton,867.0
Bonnie Kime Scott,868.0
Bonnie Lisle,869.0
Bonnie Mackain,870.0
Bonnie Timmons,871.0
Borden Deal,872.0
Boris Grabnar,873.0
Boris Pasternak,874.0
Boris Vian,875.0
Brad Inwood,876.0
Brad Leithauser,877.0
Brad Meltzer,878.0
Brad Thor,879.0
Brad Walker,880.0
Brady Games,881.0
Bram Stoker,882.0
Brandon Badeaux,883.0
Brandon Mull,884.0
Brantley Johnson,885.0
Brenda Cooper,886.0
Brenda G. Bare,887.0
Brenda Jackson,888.0
Brenda Joyce,889.0
Brenda K. Marshall,890.0
Brenda Novak,891.0
Brenda Walpole,892.0
Brendan Connell,893.0
Brendan DuBois,894.0
Brendan Frayne,895.0
Brendan Gill,896.0
Brent Hoff,897.0
Brenton G. Yorgason,898.0
Breon Mitchell,899.0
Bret Easton Ellis,900.0
Bret Norris,901.0
Brett Booth,902.0
Brett Hartinge,903.0
Brian Doyle,904.0
Brian Nelson,905.0
Brian Phillips,906.0
Brian Wood,907.0
Brian Ajhar,908.0
Brian Antoni,909.0
Brian Azzarello,910.0
Brian Bolland,911.0
Brian Boyd,912.0
Brian Braithwaite,913.0
Brian Campbell,914.0
Brian Ching,915.0
Brian Copeland,916.0
Brian D. McLaren,917.0
Brian Doherty,918.0
Brian Floca,919.0
Brian Greene,920.0
Brian Hall,921.0
Brian Herbert,922.0
Brian Hooker,923.0
Brian J. Robb,924.0
Brian Jacques,925.0
Brian James,926.0
Brian James Freeman,927.0
